Steps,Policy/Entropy,Policy/Learning Rate,Environment/Lesson,Environment/Cumulative Reward,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss
2220000,1.8951368,9.999999e-05,3.0,2.3223787163949705,213.3357142857143,0.7065872,0.1785089,2.322378778883389,0.37436549400112457,0.03822079,0.029776724,0.084364414,0.5165967
2250000,1.817364,9.999999e-05,3.0,2.1359142507155044,183.1042944785276,0.8105331,0.18487911,2.1538958964766532,0.33424591900426553,0.046529848,0.030883867,0.08788006,0.51321214
2280000,1.8166078,1e-04,3.0,2.496975611211115,184.00613496932516,0.86440796,0.18568663,2.48516586733742,0.33257006585278026,0.04257653,0.0292696,0.086832516,0.50584596
2310000,1.7681959,9.999999e-05,3.0,2.538857296685289,169.71428571428572,0.9808266,0.18287234,2.5321773621014185,0.30144386751311164,0.045151003,0.030702699,0.08459516,0.4997919
2340000,1.7008966,1e-04,3.0,2.6506495702952875,171.18965517241378,0.9938518,0.185526,2.656724337424184,0.30556885900789466,0.03915586,0.03174785,0.085928045,0.48041457
2370000,1.6797684,1e-04,3.0,2.5535427055995354,159.22340425531914,1.0359298,0.1840879,2.5489629865128625,0.2799033984799493,0.04453281,0.030027239,0.08507936,0.46488896
2400000,1.6429635,9.999999e-05,3.0,2.715938927301643,151.40816326530611,1.1223036,0.18630093,2.7152195925615272,0.27171387057751417,0.03907067,0.030489463,0.08572434,0.44123057
2430000,1.5905328,1e-04,3.0,2.589920705772945,139.05140186915887,1.1664712,0.18959872,2.6123927454942857,0.2501820996099056,0.049175207,0.029910648,0.08557916,0.46146384
2460000,1.5637413,1e-04,3.0,2.6382111576097427,137.0183486238532,1.1229476,0.18825443,2.6158396538791306,0.24281893373219246,0.04814374,0.031824447,0.085277155,0.45442528
2490000,1.584291,1e-04,4.0,2.6943888179946884,140.50943396226415,1.1568457,0.18668482,2.694296436489753,0.23742322510389505,0.041973818,0.030617077,0.08130346,0.47257635
2520000,1.5079987,1e-04,4.0,2.806175043202766,138.41860465116278,1.2146757,0.18545371,2.8062216573849668,0.23849937056386195,0.049282722,0.03029828,0.08252493,0.46595934
2550000,1.4870442,1e-04,4.0,3.1412708616611105,138.39069767441862,1.2647461,0.18738122,3.1416160871816237,0.23985469511082005,0.04404873,0.029754758,0.0833988,0.44950947
2580000,1.4696777,1e-04,4.0,3.1002077504131647,141.56398104265404,1.2739584,0.18367569,3.0998590571532176,0.23546685792187944,0.038427413,0.02884543,0.08000378,0.4363797
